trans_date_trans_time,merchant,category,amt,gender,city,state,zip,lat,long,city_pop,job,dob,merch_lat,merch_long,is_fraud
2020-03-11 02:07:03,fraud_Jaskolski-Dibbert,grocery_net,7.41,F,Cowlesville,NY,14037,42.8112,-78.4481,1166,Colour technologist,1983-06-12,43.384164,-78.813567,1
2020-02-24 08:11:11,fraud_Harris Inc,gas_transport,70.85,M,Brinson,GA,39825,30.9788,-84.7373,1461,"Engineer, broadcasting (operations)",1935-09-08,31.584839,-84.188381,0
2019-11-20 02:36:25,fraud_O'Keefe-Hudson,grocery_pos,349.95,M,Quanah,TX,79252,34.2956,-99.7494,3202,"Librarian, public",1998-03-18,34.404193,-99.867817,1
2019-10-16 18:03:02,fraud_Hoppe-Parisian,kids_pets,105.3,F,Albany,NY,12222,42.6853,-73.8253,151022,"Designer, textile",1939-06-01,43.043406,-73.18355600000001,0
2020-05-26 02:23:49,fraud_Goodwin-Nitzsche,grocery_pos,106.0,M,Moores Hill,IN,47032,39.0945,-85.0638,3289,Sub,1969-11-22,39.251478000000006,-85.10613000000001,0
2019-12-30 18:06:29,fraud_Bernhard-Lesch,food_dining,78.7,F,Hampton,VA,23666,37.0462,-76.4096,136895,Accounting technician,1939-09-19,37.313784000000005,-76.37393399999999,0
2019-02-27 19:05:46,fraud_Fahey Inc,kids_pets,57.07,M,Stillwater,OK,74074,36.1043,-97.0609,55345,Cabin crew,1948-05-01,36.317613,-97.820071,0
2019-07-16 15:56:16,fraud_Kerluke-Abshire,shopping_net,4.04,M,Johns Island,SC,29455,32.8357,-79.8217,20478,Materials engineer,1997-06-04,32.499965,-78.956414,0
2019-05-30 08:26:50,fraud_Berge LLC,gas_transport,69.87,F,Uledi,PA,15484,39.8936,-79.7856,328,Tree surgeon,1983-07-25,40.768467,-79.068515,0
2020-05-04 16:14:35,fraud_Reichel LLC,personal_care,151.93,F,Uledi,PA,15484,39.8936,-79.7856,328,Tree surgeon,1983-07-25,39.501284000000005,-79.781474,0
2020-04-08 04:16:34,"fraud_Baumbach, Strosin and Nicolas",shopping_pos,9.1,M,Iliff,CO,80736,40.7692,-103.0968,648,Community arts worker,1969-09-21,40.765672,-102.197147,0
2019-08-01 14:25:01,"fraud_Nienow, Ankunding and Collier",misc_pos,5.76,M,Dadeville,AL,36853,32.8224,-85.7704,8269,Minerals surveyor,1977-01-04,32.813339,-85.041969,0
2019-04-19 07:09:01,fraud_Bradtke PLC,grocery_pos,98.79,M,Cadiz,KY,42211,36.802,-87.8286,13422,Commissioning editor,1961-09-03,36.970792,-88.62725999999999,0
2020-01-20 18:28:32,fraud_Connelly PLC,food_dining,82.23,F,New Ellenton,SC,29809,33.413000000000004,-81.69,2206,Biomedical scientist,1986-12-31,32.837191,-82.30604,0
2019-01-13 01:59:04,"fraud_Osinski, Ledner and Leuschke",grocery_pos,276.8,M,Ravenna,NE,68869,41.0233,-98.9041,2202,"Solicitor, Scotland",1974-06-21,41.700959000000005,-98.207349,1
2019-04-16 22:20:11,fraud_Goyette Inc,shopping_net,928.13,M,Port Charlotte,FL,33981,26.9379,-82.2388,79008,Quantity surveyor,1984-08-31,27.025767,-82.729637,1
2020-03-19 23:18:03,"fraud_Schmeler, Bashirian and Price",shopping_net,919.36,F,Topeka,KS,66618,39.1329,-95.7023,163415,Secondary school teacher,2004-12-30,38.854547,-96.453802,1
2019-01-15 20:51:59,"fraud_Cremin, Hamill and Reichel",misc_pos,9.63,F,Rossville,IL,60963,40.3625,-87.6692,1807,"Buyer, retail",1975-06-02,40.107027,-87.192796,0
2019-03-14 08:41:27,"fraud_Johnston, Nikolaus and Maggio",grocery_net,9.36,M,Indianapolis,IN,46290,39.9347,-86.1633,910148,Academic librarian,1987-09-22,40.278114,-86.26865699999999,1
2019-08-25 20:10:39,fraud_Jast Ltd,shopping_net,840.65,M,Melville,NY,11747,40.7946,-73.403,19803,Police officer,1998-12-29,41.237273,-73.497877,1
2019-11-18 10:15:32,"fraud_Schumm, Bauch and Ondricka",grocery_pos,99.3,F,O Brien,TX,79539,33.3749,-99.8473,178,Warden/ranger,1983-06-14,32.829753000000004,-99.008622,0
2019-11-19 23:36:00,fraud_Hudson-Grady,shopping_pos,7.57,F,Manistique,MI,49854,46.0062,-86.2555,6469,Trade mark attorney,1979-04-12,45.255479,-85.32850400000001,0
2020-01-21 20:37:56,fraud_Friesen-Ortiz,personal_care,68.14,F,Loxahatchee,FL,33470,26.7383,-80.27600000000001,26551,Paramedic,1977-01-04,26.550514,-80.032837,0
2019-06-17 01:59:07,"fraud_Stanton, Jakubowski and Baumbach",shopping_net,6.4,M,Brinson,GA,39825,30.9788,-84.7373,1461,"Engineer, broadcasting (operations)",1935-09-08,31.080321,-83.892774,0
2020-02-01 12:21:45,fraud_Hilpert-Conroy,kids_pets,53.57,M,Monetta,SC,29105,33.8084,-81.5956,1514,Chief Strategy Officer,1966-12-15,34.702702,-81.331338,0
2020-05-02 14:41:27,"fraud_Dare, Fritsch and Zboncak",health_fitness,29.37,F,Manville,WY,82227,42.73,-104.7024,241,Educational psychologist,1980-12-16,43.336873,-105.623919,0
2019-08-14 16:16:25,fraud_Gleason and Sons,kids_pets,12.01,F,Stanchfield,MN,55080,45.6675,-93.2433,2607,"Lecturer, further education",1995-12-04,44.725679,-92.421181,0
2020-01-30 22:54:51,fraud_Strosin-Cruickshank,grocery_pos,326.04,M,South Londonderry,VT,5155,43.1699,-72.8515,828,Scientific laboratory technician,1957-08-30,42.541092,-72.020504,1
2020-01-26 15:14:32,fraud_Fisher-Schowalter,shopping_net,4.01,M,Belgrade,MT,59714,45.7801,-111.1439,18182,"Engineer, drilling",1975-06-29,45.907201,-111.721054,0
2019-10-27 10:03:13,"fraud_Swift, Bradtke and Marquardt",grocery_net,79.3,M,Monmouth Beach,NJ,7750,40.333,-73.9809,3279,Health promotion specialist,1978-10-05,40.52431,-74.07331500000001,0
2019-07-15 22:32:31,fraud_Johns-Hoeger,entertainment,235.11,M,Comfrey,MN,56019,44.1111,-94.9134,914,Health and safety adviser,1944-07-26,44.604929,-95.140986,0
2019-12-02 00:23:19,fraud_Donnelly PLC,misc_net,2.0,F,Gadsden,AL,35903,33.9845,-85.9077,67082,Ceramics designer,1970-01-08,33.684584,-86.101803,0
2019-03-13 20:27:48,fraud_Homenick LLC,personal_care,56.05,F,Wetmore,MI,49895,46.3535,-86.6345,765,Immunologist,1972-06-12,45.413314,-87.201766,0
2019-10-18 07:04:53,"fraud_Parisian, Schiller and Altenwerth",misc_net,114.93,F,Roma,TX,78584,26.4215,-99.0025,18128,IT trainer,1990-11-07,26.094271,-98.023335,0
2019-05-19 17:54:32,fraud_Kuhn Group,food_dining,15.26,F,Bellmore,NY,11710,40.6729,-73.5365,34496,"Librarian, public",1970-10-21,40.279548,-74.465797,0
2019-07-14 16:16:15,"fraud_Heathcote, Yost and Kertzmann",shopping_net,109.88,F,Leonard,TX,75452,33.4044,-96.2238,4090,Sub,1977-03-23,33.725681,-95.30072,0
2019-06-03 08:49:14,fraud_Kunde-Sanford,misc_net,8.14,F,Adams,WI,53910,43.8967,-89.8219,3508,Sport and exercise psychologist,1946-08-11,44.173601,-90.55387,0
2019-02-28 01:42:50,fraud_Kuphal-Predovic,misc_net,779.79,M,Clarinda,IA,51632,40.7491,-95.038,7297,IT trainer,1990-07-13,40.177856,-94.103864,1
2019-06-29 08:47:51,"fraud_Reichert, Rowe and Mraz",shopping_net,88.36,M,Zaleski,OH,45698,39.283,-82.3977,341,Accounting technician,1978-12-18,38.99994,-82.209861,0
2019-09-10 16:04:36,"fraud_O'Connell, Botsford and Hand",home,44.56,F,Lake Oswego,OR,97034,45.4093,-122.6847,42817,Planning and development surveyor,1982-05-28,46.245123,-121.75788,0
2019-11-15 22:46:56,"fraud_Ritchie, Oberbrunner and Cremin",travel,11.91,M,Haw River,NC,27258,36.0424,-79.3242,6006,Paramedic,1984-07-20,35.439848,-78.860233,1
2019-03-10 21:08:16,"fraud_Lakin, Ferry and Beatty",food_dining,2.53,M,Detroit,MI,48214,42.3669,-82.9938,673342,Health visitor,1983-09-02,43.039123,-83.519194,0
2019-08-02 13:23:36,fraud_Kilback Group,food_dining,47.7,F,Plainfield,NJ,7060,40.6152,-74.415,71485,Leisure centre manager,1974-07-19,39.917640000000006,-74.336277,0
2019-02-04 14:14:54,fraud_Breitenberg-Hermiston,kids_pets,7.19,M,Cord,AR,72524,35.8184,-91.3375,376,"Designer, ceramics/pottery",1938-09-08,35.089826,-91.394707,0
2020-06-18 23:06:27,fraud_Barton LLC,kids_pets,18.53,F,Moro,IL,62067,38.9318,-89.9618,2401,"Buyer, industrial",1972-01-03,39.764724,-90.420215,1
2020-01-13 01:27:59,"fraud_Lind, Huel and McClure",gas_transport,27.27,F,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),1984-06-03,33.738777,-81.934043,0
2020-03-07 16:45:42,fraud_Adams-Barrows,health_fitness,57.2,M,Fayetteville,NC,28314,35.0583,-79.008,238602,"Scientist, research (maths)",1993-05-14,36.034047,-78.514746,0
2019-01-26 17:44:39,fraud_Labadie LLC,personal_care,2.04,M,Falconer,NY,14733,42.1239,-79.1895,3833,Metallurgist,1970-10-09,41.834909,-78.436839,0
2019-01-27 00:14:20,fraud_Metz-Boehm,shopping_pos,2.17,M,Mesa,ID,83643,44.6255,-116.4493,129,Cartographer,1965-12-15,44.740189,-115.49083799999998,0
2019-07-28 00:42:00,fraud_Deckow-O'Conner,grocery_pos,131.46,M,Mount Perry,OH,43760,39.8788,-82.18799999999999,1831,Barrister's clerk,1953-10-18,39.778308,-82.955345,0
2020-01-05 10:11:36,"fraud_Jenkins, Hauck and Friesen",gas_transport,104.95,F,Barneveld,NY,13304,43.2237,-75.1612,1684,IT trainer,1994-03-01,43.188471,-75.293407,0
2020-01-23 15:16:01,fraud_Friesen-Ortiz,personal_care,80.4,M,Clune,PA,15727,40.5503,-79.3237,168,Race relations officer,1978-10-04,41.254355,-78.35364799999999,0
2019-09-14 02:19:50,fraud_Kutch-Hegmann,grocery_net,32.96,F,Grandview,TX,76050,32.2779,-97.2351,5875,"Radiographer, therapeutic",1992-07-24,33.199954,-97.142974,0
2019-03-10 18:40:41,fraud_Botsford Ltd,shopping_pos,93.3,F,Huntington Beach,CA,92648,33.6773,-118.0051,190249,"Therapist, horticultural",1976-09-17,34.398011,-118.72741200000002,0
2020-06-03 22:56:33,"fraud_Turner, Ruecker and Parisian",misc_pos,9.23,F,Altonah,UT,84002,40.3207,-110.436,302,"Sales professional, IT",1990-01-17,40.680040000000005,-110.303218,0
2019-10-20 14:33:01,fraud_Prosacco LLC,personal_care,85.31,F,Washington Court House,OH,43160,39.537,-83.455,22305,Television floor manager,1939-03-09,40.351434000000005,-84.28943199999999,0
2019-11-05 21:41:20,fraud_Pouros-Haag,shopping_pos,8.92,M,New Holstein,WI,53061,43.9446,-88.0911,5196,Child psychotherapist,1978-01-22,42.97266,-87.559576,0
2019-05-13 18:04:14,fraud_Turner LLC,travel,499.03,M,Easton,KS,66020,39.3391,-95.0999,1442,Air broker,1982-05-20,39.846876,-94.259511,0
2019-11-21 19:02:30,fraud_Johnston-Casper,travel,9.8,M,Murrayville,IL,62668,39.5723,-90.2379,1512,Commercial/residential surveyor,2003-05-07,40.234332,-89.787524,0
2019-12-18 22:15:07,fraud_Shields-Wunsch,health_fitness,116.21,M,Oriskany Falls,NY,13425,42.9576,-75.4838,1970,"Programmer, multimedia",1949-06-09,43.295422,-74.62187,0
2020-06-16 22:30:27,fraud_Renner Ltd,home,171.55,F,Smith River,CA,95567,41.9404,-124.1587,1930,Web designer,1983-06-13,42.051384000000006,-123.524133,0
2020-02-02 00:51:52,fraud_Bradtke PLC,grocery_pos,100.13,F,Coleman,TX,76834,31.8287,-99.427,5908,Radio producer,1962-04-05,31.87254,-99.314557,0
2020-01-17 20:29:03,fraud_Connelly-Carter,home,10.95,M,Scarborough,ME,4074,43.5835,-70.3457,18760,Make,1933-04-02,42.732865,-70.456365,0
2020-03-23 06:50:35,fraud_Dickinson Ltd,misc_pos,1.3,M,Freedom,WY,83120,43.0172,-111.0292,471,"Education officer, museum",1967-08-02,42.196090000000005,-111.984408,0
2020-05-28 04:10:42,"fraud_Robel, Cummerata and Prosacco",gas_transport,84.14,M,Winfield,WV,25213,38.5072,-81.89,5512,Exhibition designer,1980-03-24,38.7771,-82.396813,0
2020-04-24 03:12:50,fraud_Turner and Sons,shopping_pos,133.65,M,Jordan Valley,OR,97910,42.8801,-117.281,641,Economist,1993-11-24,42.565132,-116.374773,0
2019-12-08 03:36:02,"fraud_Stehr, Jewess and Schimmel",misc_net,8.46,F,Thrall,TX,76578,30.592,-97.2893,1766,Press sub,1976-01-02,30.008945,-96.963386,0
2020-03-02 20:18:53,fraud_Beier LLC,entertainment,73.4,M,Brooklin,ME,4616,44.2541,-68.5565,824,"Loss adjuster, chartered",1974-11-02,44.655949,-68.151448,0
2019-08-17 01:14:52,fraud_Bins-Rice,gas_transport,59.34,M,Bay City,MI,48706,43.6088,-83.95299999999999,67858,Water quality scientist,1995-03-13,43.446309,-83.03325500000001,0
2020-05-26 08:40:36,fraud_Dickinson Ltd,misc_pos,8.94,F,Stephensport,KY,40170,37.9048,-86.524,344,Chartered public finance accountant,1967-03-30,38.032559,-87.35757,0
2019-12-09 15:16:19,"fraud_Swaniawski, Lowe and Robel",shopping_pos,1.7,F,Bagley,WI,53801,42.9207,-91.0685,878,Risk analyst,1974-11-20,42.4803,-90.25916,0
2020-05-16 20:31:19,fraud_Champlin-Casper,home,21.2,M,Wilmette,IL,60091,42.0765,-87.7246,27020,Trade mark attorney,1986-07-23,41.541533,-88.382677,0
2020-05-27 15:28:15,fraud_Waelchi Inc,kids_pets,110.35,F,Mulberry Grove,IL,62262,38.9311,-89.2463,1810,Race relations officer,1974-12-24,38.893583,-89.06206,0
2019-07-24 01:05:48,fraud_Kilback LLC,grocery_pos,333.31,M,Purmela,TX,76566,31.4841,-97.9903,258,Web designer,1943-12-15,32.125407,-97.372364,1
2019-07-22 23:17:47,"fraud_Lehner, Reichert and Mills",misc_pos,49.76,F,Eagarville,IL,62023,39.1118,-89.7855,91,Materials engineer,1962-11-18,38.270503000000005,-90.273069,1
2020-03-10 07:55:05,"fraud_Monahan, Bogisich and Ledner",misc_pos,7.03,M,Rock Tavern,NY,12575,41.4575,-74.1659,2258,Building surveyor,1937-03-17,42.282503000000005,-74.341849,0
2019-12-30 08:23:37,fraud_Huels-Hahn,gas_transport,72.38,F,North Washington,PA,16048,41.0472,-79.8089,139,Patent attorney,1954-05-25,41.963826,-80.122833,0
2019-12-29 00:31:10,fraud_Kuhic LLC,shopping_net,1.33,M,Oakdale,NY,11769,40.7382,-73.1297,9506,"Biochemist, clinical",1953-04-13,40.945156,-73.322289,0
2019-03-03 11:26:44,fraud_Murray-Smitham,grocery_pos,104.4,M,North Augusta,SC,29860,33.6028,-81.9748,46944,Secondary school teacher,1942-04-02,33.004028000000005,-81.847838,0
2020-05-07 12:18:04,fraud_Schoen-Quigley,kids_pets,65.33,F,Lake Oswego,OR,97034,45.4093,-122.6847,42817,Planning and development surveyor,1982-05-28,46.077791,-123.501075,0
2020-02-27 23:47:19,fraud_Ruecker Group,misc_net,736.87,M,Mount Saint Joseph,OH,45051,39.0965,-84.6431,177,Exhibition designer,1974-05-30,39.190969,-83.807789,1
2019-02-04 17:22:53,fraud_Bode-Schuster,kids_pets,27.67,M,Belfast,NY,14711,42.32,-78.0943,1766,Mechanical engineer,1962-06-04,42.92565,-78.088966,0
2019-12-09 04:00:02,"fraud_Schuppe, Nolan and Hoeger",shopping_pos,1.51,F,Campbell,NE,68932,40.2967,-98.737,493,"Surveyor, minerals",1940-09-13,39.708508,-99.149112,0
2020-04-20 02:02:20,"fraud_Nienow, Ankunding and Collier",misc_pos,1.5,F,Colton,WA,99113,46.5901,-117.1692,761,Chief Marketing Officer,1943-06-30,46.346353,-116.335544,0
2019-12-22 23:50:19,fraud_Kiehn Inc,grocery_pos,302.26,F,Kirby,OH,43330,40.813,-83.4196,118,Private music teacher,1957-11-12,40.134702,-82.807135,1
2019-07-20 10:27:50,fraud_Cummings LLC,gas_transport,57.18,M,High Rolls Mountain Park,NM,88325,32.9396,-105.8189,899,Naval architect,1967-08-30,32.610384,-104.978884,0
2019-04-06 21:51:56,fraud_Padberg-Rogahn,entertainment,110.49,M,Freedom,WY,83120,43.0172,-111.0292,471,"Education officer, museum",1967-08-02,42.746595,-111.056693,0
2019-01-21 04:59:13,fraud_Stracke-Lemke,grocery_pos,96.38,F,Center Tuftonboro,NH,3816,43.6849,-71.2551,1368,"Optician, dispensing",1971-08-05,44.489275,-72.19974300000001,0
2020-03-19 07:59:11,fraud_Lockman Ltd,grocery_pos,200.8,F,Loxahatchee,FL,33470,26.7383,-80.27600000000001,26551,Paramedic,1977-01-04,26.589539,-80.34237900000001,0
2020-03-17 23:50:14,fraud_Breitenberg LLC,travel,1.06,M,Mallie,KY,41836,37.2692,-82.9161,798,Facilities manager,1926-06-26,36.857201,-82.425821,1
2019-04-27 01:32:16,fraud_Brekke and Sons,gas_transport,13.58,M,Birmingham,AL,35229,33.4629,-86.7904,493806,Musician,1980-07-12,32.510031,-86.804676,1
2019-01-13 23:24:22,"fraud_Greenholt, O'Hara and Balistreri",shopping_net,6.11,M,Haines City,FL,33844,28.0758,-81.5929,33804,Exercise physiologist,1991-01-01,29.050939,-80.683908,0
2020-03-02 23:29:58,"fraud_Kuhic, Bins and Pfeffer",shopping_net,4.72,F,Lakeland,FL,33811,27.9865,-82.0139,237282,Clothing/textile technologist,1979-07-03,28.79086,-82.441034,0
2020-06-15 02:56:05,fraud_Pacocha-Bauch,shopping_pos,134.32,M,Bristow,IN,47515,38.1981,-86.6821,965,Horticultural therapist,1982-02-10,37.480056,-86.905497,0
2020-02-06 06:18:27,fraud_Heller-Langosh,gas_transport,51.21,M,Deadwood,SD,57732,44.3566,-103.6999,1979,Multimedia programmer,1970-03-13,43.778852,-103.16238,0
2020-01-06 19:33:16,"fraud_Crist, Jakubowski and Littel",home,4.66,F,North Prairie,WI,53153,42.9385,-88.395,2328,Applications developer,1942-01-06,42.977097,-88.483147,0
2019-07-15 14:41:40,"fraud_Langosh, Wintheiser and Hyatt",food_dining,122.71,M,Springfield,VA,22151,38.8029,-77.2116,104396,Production engineer,1950-11-20,38.02861,-76.521117,0
2020-01-19 07:56:37,fraud_Torp-Labadie,gas_transport,85.07,M,Elizabeth,NJ,7208,40.6747,-74.2239,124967,Operational researcher,1980-12-21,40.522303,-75.202854,0
2019-07-09 11:27:39,fraud_Bednar Group,misc_net,19.74,M,Falmouth,MI,49632,44.2529,-85.01700000000001,1126,Furniture designer,1955-07-06,43.31361,-85.12504,0
2020-04-07 19:51:52,fraud_Beier LLC,entertainment,67.78,M,Elkhart,IA,50073,41.8114,-93.4855,1195,Trading standards officer,1974-03-13,42.296456,-92.849882,0
2019-09-22 19:43:40,fraud_Volkman-Predovic,shopping_net,5.83,F,Dallas,TX,75218,32.8463,-96.6972,1263321,"Designer, ceramics/pottery",1975-04-16,32.336890999999994,-97.508209,0
2019-05-03 18:34:59,fraud_Streich Ltd,home,71.82,F,Burbank,WA,99323,46.1966,-118.9017,3684,Musician,1981-11-29,47.131298,-119.231381,0
2020-04-07 08:50:33,fraud_Powlowski-Weimann,food_dining,182.7,F,Tulsa,OK,74130,36.2395,-95.9596,413574,Bookseller,1968-06-18,35.356966,-95.4254,0
2019-05-14 15:46:29,fraud_Volkman-Predovic,shopping_net,5.26,M,Smackover,AR,71762,33.3398,-92.7442,2501,Financial adviser,1986-06-11,33.408674,-93.380221,0
2019-08-08 11:30:58,"fraud_Swaniawski, Bahringer and Ledner",grocery_net,100.45,M,Harrington Park,NJ,7640,40.9918,-73.98,4664,"Radiographer, diagnostic",1965-06-30,40.156466,-74.71299,0
2020-04-04 11:01:37,fraud_Jaskolski-Dibbert,grocery_net,71.04,M,Lakeview,MI,48850,43.4269,-85.2924,4474,Emergency planning/management officer,1976-01-15,42.569583,-86.27363199999999,0
2020-02-11 22:53:08,"fraud_Towne, Greenholt and Koepp",shopping_net,936.08,F,Sixes,OR,97476,42.825,-124.4409,217,Retail merchandiser,1928-10-01,42.372413,-125.150222,1
2020-06-12 20:15:22,fraud_Morissette LLC,entertainment,12.43,F,Hannawa Falls,NY,13647,44.6087,-74.9732,69,Chief Executive Officer,1991-06-05,45.464213,-74.56460200000001,0
2019-05-01 22:45:48,fraud_Denesik and Sons,shopping_pos,848.16,M,Moulton,IA,52572,40.6866,-92.6833,1132,Probation officer,1961-02-14,39.732283,-91.897299,1
2020-02-28 02:32:23,fraud_Harber Inc,gas_transport,22.1,M,West Decatur,PA,16878,40.9493,-78.3129,1762,Armed forces logistics/support/administrative officer,1962-05-04,40.257049,-78.590486,1
2019-03-16 15:55:39,fraud_Klein Group,entertainment,90.61,M,Cord,AR,72524,35.8184,-91.3375,376,"Designer, ceramics/pottery",1938-09-08,35.212605,-91.775684,0
2019-07-11 22:13:07,fraud_Jacobi Inc,health_fitness,45.65,F,Fulton,SD,57340,43.7588,-97.8712,355,Financial adviser,1955-06-26,43.221113,-97.333489,0
2020-05-08 00:38:49,"fraud_Huel, Hammes and Witting",grocery_pos,193.12,F,Hurricane,WV,25526,38.4257,-81.9943,21902,Sub,1980-09-18,38.903953,-81.65395,0
2019-08-15 22:22:35,fraud_Shields-Wunsch,health_fitness,4.12,F,Lomax,IL,61454,40.6761,-91.0391,725,Environmental consultant,1972-11-28,40.739632,-91.535791,0
2019-08-26 20:48:17,fraud_Gaylord-Powlowski,home,7.68,M,Luzerne,MI,48636,44.6001,-84.2931,864,General practice doctor,1942-05-04,45.27115,-84.918974,0
2019-11-28 23:45:44,fraud_Reilly and Sons,health_fitness,19.72,F,Scotland,MD,20687,38.0828,-76.3477,313,Insurance underwriter,1976-03-26,37.213157,-75.655811,1
2019-05-03 12:42:20,fraud_Reichel LLC,personal_care,30.95,F,Amanda,OH,43102,39.6251,-82.7552,4512,Farm manager,1992-10-03,39.506517,-82.86081800000001,0
2019-11-25 06:00:48,fraud_Kiehn-Emmerich,grocery_pos,107.22,M,Helm,CA,93627,36.4992,-120.0936,123,Early years teacher,1973-02-07,36.306403,-120.577225,0
2020-05-05 06:10:59,"fraud_Stroman, Hudson and Erdman",gas_transport,84.49,M,Boulder,MT,59632,46.2306,-112.1138,1939,Patent attorney,1967-01-12,46.417727,-112.28226399999998,0
2020-03-02 20:28:44,"fraud_Gutmann, McLaughlin and Wiza",home,8.71,F,Stanchfield,MN,55080,45.6675,-93.2433,2607,"Lecturer, further education",1995-12-04,46.46586,-92.846484,0
2019-05-30 21:27:37,fraud_Langworth LLC,personal_care,51.42,M,Deadwood,SD,57732,44.3566,-103.6999,1979,Multimedia programmer,1970-03-13,45.148287,-102.902392,0
2019-09-16 22:50:44,fraud_Rau-Robel,kids_pets,52.89,M,Ferney,SD,57439,45.32899999999999,-98.0837,52,Bookseller,1990-05-22,45.012856,-98.11604,0
2019-05-21 00:56:43,fraud_Murray-Smitham,grocery_pos,292.9,F,Paxton,MA,1612,42.3066,-71.9202,4845,Accounting technician,1926-09-14,43.098175,-72.020826,1
